year,dimension,subgroup,pct_5aday,pct_active,pct_inactive,pct_obese,pct_overweight_obese,england_pct_5aday,england_pct_active,england_pct_inactive,england_pct_obese,england_pct_overweight_obese,above_national_obesity,activity_gap,obesity_gap,diet_gap,deprivation_rank,year_numeric
2016/17,Ethnicity,Black,,56.05113,28.8592,34.23693,68.98101,,66.00507,22.24111,23.12811,61.31358,1,-9.953940000000003,7.667429999999996,,,2016
2016/17,Ethnicity,Chinese,,57.88009,27.62128,4.98505,32.70043,,66.00507,22.24111,23.12811,61.31358,0,-8.12498,-28.613150000000005,,,2016
2016/17,Ethnicity,Mixed,,72.8684,16.71907,22.3848,59.24817,,66.00507,22.24111,23.12811,61.31358,0,6.863329999999991,-2.06541,,,2016
2016/17,Ethnicity,Other,,57.36091,28.84152,19.99758,60.2599,,66.00507,22.24111,23.12811,61.31358,0,-8.644160000000007,-1.05368,,,2016
2016/17,Ethnicity,White British,,67.60307,20.973,23.94393,62.30948,,66.00507,22.24111,23.12811,61.31358,1,1.597999999999999,0.9958999999999989,,,2016
2016/17,Ethnicity,White Other,,66.98015,21.96452,19.12197,56.89521,,66.00507,22.24111,23.12811,61.31358,0,0.9750799999999913,-4.418370000000003,,,2016
2016/17,Sex,Female,,63.56399,23.63516,22.59236,55.29029,,66.00507,22.24111,23.12811,61.31358,0,-2.4410800000000066,-6.023290000000003,,,2016
2016/17,Sex,Male,,68.60282,20.75379,23.64692,67.20303,,66.00507,22.24111,23.12811,61.31358,1,2.5977499999999907,5.8894499999999965,,,2016
2016/17,Socioeconomic class,Intermediate occupations,,65.91136,19.83627,20.44367,50.92341,,66.00507,22.24111,23.12811,61.31358,0,-0.09371000000000151,-10.390170000000005,,,2016
2016/17,Socioeconomic class,Long term unemployed or never worked,,51.16666,35.75862,28.09493,55.40508,,66.00507,22.24111,23.12811,61.31358,0,-14.838410000000003,-5.908500000000004,,,2016
2016/17,Socioeconomic class,Lower supervisory and technical occupations,,66.38742,22.42683,23.71908,60.91403,,66.00507,22.24111,23.12811,61.31358,0,0.3823500000000024,-0.39955000000000496,,,2016
2016/17,Socioeconomic class,"Managerial, administrative and professional occupations",,75.21293,13.82851,17.93838,52.18037,,66.00507,22.24111,23.12811,61.31358,0,9.207859999999997,-9.133209999999998,,,2016
2016/17,Socioeconomic class,Other/unclassified,,52.88356,36.08683,20.80073,53.10993,,66.00507,22.24111,23.12811,61.31358,0,-13.12151,-8.203650000000003,,,2016
2016/17,Socioeconomic class,Self-employed and small employers,,67.59028,21.09533,20.06024,55.72663,,66.00507,22.24111,23.12811,61.31358,0,1.5852100000000036,-5.586950000000002,,,2016
2016/17,Socioeconomic class,Semi-routine and routine occupations,,59.42573,28.41808,25.27846,57.93819,,66.00507,22.24111,23.12811,61.31358,0,-6.579340000000002,-3.375390000000003,,,2016
2016/17,Socioeconomic class,Students,,78.50019,12.35691,16.3213,50.72391,,66.00507,22.24111,23.12811,61.31358,0,12.49512,-10.589670000000005,,,2016
2016/17,Working status,Inactive,,56.81044,30.84257,28.6578,63.68193,,66.00507,22.24111,23.12811,61.31358,1,-9.194630000000004,2.3683499999999995,,,2016
2016/17,Working status,Unemployed,,58.09308,29.35254,30.66742,61.43092,,66.00507,22.24111,23.12811,61.31358,1,-7.911990000000003,0.11733999999999867,,,2016
2016/17,Working status,Working,,70.70537,17.664,21.9183,61.98697,,66.00507,22.24111,23.12811,61.31358,1,4.700299999999999,0.6733899999999977,,,2016
2017/18,Age,18-24 yrs,,,,10.40498,34.77928,,66.2597,22.2272,23.09746,61.86629,0,,-27.08701,,,2017
2017/18,Age,19-24 yrs,,74.77732,15.45693,,,,66.2597,22.2272,23.09746,61.86629,0,8.517620000000008,,,,2017
2017/18,Age,25-34 yrs,,70.5524,18.04027,18.28055,53.09731,,66.2597,22.2272,23.09746,61.86629,0,4.292700000000011,-8.768979999999999,,,2017
2017/18,Age,35-44 yrs,,69.2932,18.5247,21.98906,60.05719,,66.2597,22.2272,23.09746,61.86629,0,3.0335000000000036,-1.8091000000000008,,,2017
2017/18,Age,45-54 yrs,,69.38184,19.28135,26.65022,67.77872,,66.2597,22.2272,23.09746,61.86629,1,3.1221400000000017,5.912430000000008,,,2017
2017/18,Age,55-64 yrs,,66.42165,22.34745,29.21804,70.98052,,66.2597,22.2272,23.09746,61.86629,1,0.16195000000000448,9.11423,,,2017
2017/18,Age,65-74 yrs,,64.68519,23.44223,27.0316,70.58466,,66.2597,22.2272,23.09746,61.86629,1,-1.5745099999999894,8.71837,,,2017
2017/18,Age,75-84 yrs,,48.40233,39.10212,26.75472,72.47132,,66.2597,22.2272,23.09746,61.86629,1,-17.857369999999996,10.605030000000006,,,2017
2017/18,Age,85+ yrs,,25.7304,62.70959,19.57409,63.82398,,66.2597,22.2272,23.09746,61.86629,1,-40.52929999999999,1.9576899999999995,,,2017
2017/18,Deprivation,Fifth less deprived decile,,68.44461,20.0291,21.99169,61.93845,,66.2597,22.2272,23.09746,61.86629,1,2.184910000000002,0.07216000000000378,,6.0,2017
2017/18,Deprivation,Fifth more deprived decile,,66.08215,21.83934,23.16275,62.63695,,66.2597,22.2272,23.09746,61.86629,1,-0.17754999999999654,0.7706599999999995,,5.0,2017
2017/18,Deprivation,Fourth less deprived decile,,69.2138,20.1706,20.81674,59.96461,,66.2597,22.2272,23.09746,61.86629,0,2.954100000000011,-1.901679999999999,,7.0,2017
2017/18,Deprivation,Fourth more deprived decile,,67.13444,21.64182,24.22287,62.60119,,66.2597,22.2272,23.09746,61.86629,1,0.8747400000000027,0.7349000000000032,,4.0,2017
2017/18,Deprivation,Least deprived decile,,72.17239,16.7852,17.65295,56.91993,,66.2597,22.2272,23.09746,61.86629,0,5.912689999999998,-4.9463599999999985,,10.0,2017
2017/18,Deprivation,Most deprived decile,,57.12016,30.55864,31.09239,67.30028,,66.2597,22.2272,23.09746,61.86629,1,-9.139539999999997,5.433990000000001,,1.0,2017
2017/18,Deprivation,Second least deprived decile,,70.50161,18.00924,18.74388,58.08645,,66.2597,22.2272,23.09746,61.86629,0,4.241910000000004,-3.77984,,9.0,2017
2017/18,Deprivation,Second most deprived decile,,61.97372,26.068,27.1367,63.91375,,66.2597,22.2272,23.09746,61.86629,1,-4.285979999999995,2.047460000000001,,2.0,2017
2017/18,Deprivation,Third less deprived decile,,70.34481,18.0552,19.96705,60.42329,,66.2597,22.2272,23.09746,61.86629,0,4.08511,-1.4429999999999978,,8.0,2017
2017/18,Deprivation,Third more deprived decile,,65.01565,24.06041,24.6319,63.0686,,66.2597,22.2272,23.09746,61.86629,1,-1.2440500000000014,1.2023100000000042,,3.0,2017
2017/18,Disability,Disabled,,50.18466,37.01356,38.25477,70.93363,,66.2597,22.2272,23.09746,61.86629,1,-16.075039999999994,9.067339999999994,,,2017
2017/18,Disability,Not disabled,,70.67755,18.17789,19.56589,59.79515,,66.2597,22.2272,23.09746,61.86629,0,4.417850000000001,-2.0711399999999998,,,2017
2017/18,Education,Another type of qualification,,58.47565,29.51644,23.79115,64.88704,,66.2597,22.2272,23.09746,61.86629,1,-7.7840499999999935,3.0207499999999996,,,2017
2017/18,Education,Level 1 and below,,54.23706,33.43013,29.86165,67.67603,,66.2597,22.2272,23.09746,61.86629,1,-12.022639999999996,5.809739999999998,,,2017
2017/18,Education,Level 2 and equivalent,,62.70481,24.64184,26.65787,65.911,,66.2597,22.2272,23.09746,61.86629,1,-3.554889999999993,4.044710000000002,,,2017
2017/18,Education,Level 3 and equivalent,,69.8125,18.39982,25.28939,64.12407,,66.2597,22.2272,23.09746,61.86629,1,3.552800000000005,2.257780000000004,,,2017
2017/18,Education,Level 4 and above,,74.50743,14.67157,18.95735,58.15487,,66.2597,22.2272,23.09746,61.86629,0,8.247730000000004,-3.711419999999997,,,2017
2017/18,Education,No qualification,,43.18969,45.08004,32.07205,69.32537,,66.2597,22.2272,23.09746,61.86629,1,-23.070009999999996,7.459080000000007,,,2017
2017/18,Ethnicity,Asian,,56.66444,29.40029,18.39474,56.34836,,66.2597,22.2272,23.09746,61.86629,0,-9.595259999999996,-5.51793,,,2017
2017/18,Ethnicity,Black,,55.96416,29.01016,35.13726,72.56636,,66.2597,22.2272,23.09746,61.86629,1,-10.295539999999995,10.700070000000004,,,2017
2017/18,Ethnicity,Chinese,,66.37744,21.1988,7.17623,32.8384,,66.2597,22.2272,23.09746,61.86629,0,0.11774000000001195,-29.02789,,,2017
2017/18,Ethnicity,Mixed,,72.37118,17.45429,23.312,58.1312,,66.2597,22.2272,23.09746,61.86629,0,6.11148,-3.7350899999999996,,,2017
2017/18,Ethnicity,Other,,58.19995,28.51339,19.57547,59.07742,,66.2597,22.2272,23.09746,61.86629,0,-8.059749999999994,-2.788870000000003,,,2017
2017/18,Ethnicity,White British,,67.70482,21.04421,23.91858,62.79386,,66.2597,22.2272,23.09746,61.86629,1,1.4451200000000028,0.9275700000000029,,,2017
2017/18,Ethnicity,White Other,,68.2077,20.92324,19.5418,57.47882,,66.2597,22.2272,23.09746,61.86629,0,1.9480000000000075,-4.38747,,,2017
2017/18,Sex,Female,,64.19304,23.4746,22.37068,55.58129,,66.2597,22.2272,23.09746,61.86629,0,-2.066659999999999,-6.284999999999997,,,2017
2017/18,Sex,Male,,68.49466,20.8497,23.84541,68.0167,,66.2597,22.2272,23.09746,61.86629,1,2.234960000000001,6.150410000000001,,,2017
2017/18,Socioeconomic class,Intermediate occupations,,67.08363,19.30079,20.8617,52.234,,66.2597,22.2272,23.09746,61.86629,0,0.8239300000000043,-9.632289999999998,,,2017
2017/18,Socioeconomic class,Long term unemployed or never worked,,50.76578,36.65052,28.45396,56.86288,,66.2597,22.2272,23.09746,61.86629,0,-15.493919999999996,-5.003410000000002,,,2017
2017/18,Socioeconomic class,Lower supervisory and technical occupations,,67.16529,22.50121,23.72213,61.84359,,66.2597,22.2272,23.09746,61.86629,0,0.9055900000000037,-0.022700000000000387,,,2017
2017/18,Socioeconomic class,"Managerial, administrative and professional occupations",,75.33136,13.81052,18.30677,53.13057,,66.2597,22.2272,23.09746,61.86629,0,9.071660000000008,-8.73572,,,2017
2017/18,Socioeconomic class,Other/unclassified,,57.62636,31.2711,23.17736,55.68709,,66.2597,22.2272,23.09746,61.86629,0,-8.633339999999997,-6.179200000000002,,,2017
2017/18,Socioeconomic class,Self-employed and small employers,,67.08687,21.76406,20.05634,56.67013,,66.2597,22.2272,23.09746,61.86629,0,0.8271700000000095,-5.196159999999999,,,2017
2017/18,Socioeconomic class,Semi-routine and routine occupations,,59.02176,28.74982,24.69422,57.60459,,66.2597,22.2272,23.09746,61.86629,0,-7.237939999999995,-4.261699999999998,,,2017
2017/18,Socioeconomic class,Students,,78.75029,11.69593,13.46184,44.98655,,66.2597,22.2272,23.09746,61.86629,0,12.490590000000012,-16.879739999999998,,,2017
2017/18,Working status,Inactive,,56.74893,31.30445,28.92126,63.9382,,66.2597,22.2272,23.09746,61.86629,1,-9.510769999999994,2.0719100000000026,,,2017
2017/18,Working status,Unemployed,,57.43275,30.89913,29.40435,61.8391,,66.2597,22.2272,23.09746,61.86629,0,-8.826949999999997,-0.027189999999997383,,,2017
2017/18,Working status,Working,,71.01859,17.49864,22.36929,63.14206,,66.2597,22.2272,23.09746,61.86629,1,4.758890000000008,1.2757700000000014,,,2017
2018/19,Age,18-24 yrs,,,,10.44181,34.90808,,67.20808,21.39067,23.50096,61.99153,0,,-27.08345,,,2018
2018/19,Age,19-24 yrs,,73.62462,16.27572,,,,67.20808,21.39067,23.50096,61.99153,0,6.416539999999998,,,,2018
2018/19,Age,25-34 yrs,,69.26614,19.21716,19.47771,53.02684,,67.20808,21.39067,23.50096,61.99153,0,2.0580599999999976,-8.964689999999997,,,2018
2018/19,Age,35-44 yrs,,68.75419,18.86875,23.38942,60.63401,,67.20808,21.39067,23.50096,61.99153,0,1.5461099999999988,-1.3575199999999938,,,2018
2018/19,Age,45-54 yrs,,70.65545,18.26623,27.16236,68.33948,,67.20808,21.39067,23.50096,61.99153,1,3.4473700000000065,6.347949999999997,,,2018
2018/19,Age,55-64 yrs,,67.73039,21.18175,29.3108,70.77251,,67.20808,21.39067,23.50096,61.99153,1,0.5223100000000045,8.78098,,,2018
2018/19,Age,65-74 yrs,,67.56264,21.46176,27.04808,71.24559,,67.20808,21.39067,23.50096,61.99153,1,0.3545600000000064,9.25406000000001,,,2018
2018/19,Age,75-84 yrs,,53.21971,34.40169,24.81355,70.72455,,67.20808,21.39067,23.50096,61.99153,1,-13.988369999999996,8.733019999999996,,,2018
2018/19,Age,85+ yrs,,30.6029,57.41861,21.09378,64.20714,,67.20808,21.39067,23.50096,61.99153,1,-36.60517999999999,2.215609999999998,,,2018
2018/19,Deprivation,Fifth less deprived decile,,69.36098,19.36575,21.68206,60.62616,,67.20808,21.39067,23.50096,61.99153,0,2.1529000000000025,-1.3653699999999986,,6.0,2018
2018/19,Deprivation,Fifth more deprived decile,,68.34781,19.78991,22.94492,61.88809,,67.20808,21.39067,23.50096,61.99153,0,1.1397300000000001,-0.10343999999999909,,5.0,2018
2018/19,Deprivation,Fourth less deprived decile,,70.37269,17.98728,20.73742,60.29993,,67.20808,21.39067,23.50096,61.99153,0,3.1646100000000104,-1.691599999999994,,7.0,2018
2018/19,Deprivation,Fourth more deprived decile,,67.78212,20.73382,24.19003,62.19159,,67.20808,21.39067,23.50096,61.99153,1,0.5740400000000108,0.20006000000000057,,4.0,2018
2018/19,Deprivation,Least deprived decile,,73.4828,15.88334,17.85412,56.99298,,67.20808,21.39067,23.50096,61.99153,0,6.274720000000002,-4.9985499999999945,,10.0,2018
2018/19,Deprivation,Most deprived decile,,57.34602,30.98408,31.90991,67.2874,,67.20808,21.39067,23.50096,61.99153,1,-9.862059999999992,5.295870000000008,,1.0,2018
2018/19,Deprivation,Second least deprived decile,,71.00749,17.41959,19.84938,60.18313,,67.20808,21.39067,23.50096,61.99153,0,3.799410000000009,-1.808399999999999,,9.0,2018
2018/19,Deprivation,Second most deprived decile,,62.48883,25.67045,28.2923,65.29085,,67.20808,21.39067,23.50096,61.99153,1,-4.719249999999995,3.2993200000000087,,2.0,2018
2018/19,Deprivation,Third less deprived decile,,71.28287,18.12104,20.42829,60.18895,,67.20808,21.39067,23.50096,61.99153,0,4.074790000000007,-1.802579999999999,,8.0,2018
2018/19,Deprivation,Third more deprived decile,,65.99144,22.77385,25.71145,62.91533,,67.20808,21.39067,23.50096,61.99153,1,-1.2166399999999982,0.9238,,3.0,2018
2018/19,Disability,Disabled,,52.26222,34.97544,38.5837,70.77753,,67.20808,21.39067,23.50096,61.99153,1,-14.945859999999996,8.786000000000001,,,2018
2018/19,Disability,Not disabled,,71.26174,17.64452,20.0271,60.10277,,67.20808,21.39067,23.50096,61.99153,0,4.053660000000008,-1.8887599999999978,,,2018
2018/19,Education,Another type of qualification,,57.38041,30.5381,25.67103,66.04256,,67.20808,21.39067,23.50096,61.99153,1,-9.827669999999998,4.051029999999997,,,2018
