Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Male,19+ yrs,,,2019/20,21.86966,21.57575,22.16408,21.40133,22.31898,,76827,,,Similar,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Female,19+ yrs,,,2019/20,23.71106,23.4356,23.97983,23.28372,24.14543,,94813,,,Similar,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,85+ yrs,,,2019/20,59.40525,57.69476,61.07918,56.67305,61.90936,,3132,,,Similar,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,25-34 yrs,,,2019/20,20.22207,19.71109,20.74049,19.43573,21.01162,,23606,,,Similar,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,35-44 yrs,,,2019/20,20.78998,20.31871,21.27336,20.05869,21.59282,,26921,,,Similar,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,45-54 yrs,,,2019/20,19.20165,18.75169,19.64915,18.47399,19.93362,,29528,,,Similar,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,55-64 yrs,,,2019/20,21.67466,21.23646,22.11335,20.98046,22.36053,,33984,,,Similar,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,65-74 yrs,,,2019/20,23.82457,23.36088,24.27681,23.09875,24.55745,,32426,,,Similar,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,75-84 yrs,,,2019/20,35.82441,35.06769,36.61288,34.60959,37.02996,,14626,,,Similar,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19-24 yrs,,,2019/20,19.74692,18.87243,20.60522,18.39528,21.09494,,7964,,,Similar,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,,,2019/20,22.90233,22.7038,23.10395,22.59869,23.19514,,172187,,,Similar,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Working status,Inactive,2019/20,31.00262,30.62469,31.37772,30.40159,31.59033,,57372,,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Working status,Unemployed,2019/20,32.40436,31.14373,33.59629,30.51727,34.2939,,5587,,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Working status,Working,2019/20,18.32482,18.07362,18.56882,17.9253,18.70253,,95725,,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Disability,Disabled,2019/20,35.40427,34.87262,35.9555,34.57636,36.28135,,30382,,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Disability,Not disabled,2019/20,19.25897,19.04957,19.47348,18.94434,19.5923,,132108,,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,White British,2019/20,21.06703,20.85752,21.27633,20.74045,21.38502,,143507,,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,White Other,2019/20,23.21776,22.35885,24.05902,21.85628,24.54022,,9352,,,Similar,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Asian,2019/20,34.46049,33.35615,35.56016,32.7402,36.27158,,7306,,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Black,2019/20,30.2985,28.52418,32.12071,27.36664,33.19558,,2419,,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Chinese,2019/20,27.42892,24.6988,30.22088,22.99197,31.72701,,996,,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Mixed,2019/20,19.5458,17.81981,21.30413,16.92384,22.34943,,2009,,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Other,2019/20,32.96415,30.48048,35.58559,29.12913,37.01201,,1332,,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2019/20,34.12155,33.39423,34.83206,33.04065,35.24456,124,16970,,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2019/20,28.88394,28.19426,29.56771,27.77644,29.99762,130,16748,,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2019/20,24.80028,24.14241,25.44134,23.77044,25.84874,136,16937,,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2019/20,22.24249,21.61421,22.866,21.29232,23.2177,118,16776,,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2019/20,21.51204,20.93641,22.08649,20.64506,22.39828,112,19564,,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2019/20,20.25177,19.61337,20.882,19.23747,21.23104,109,14898,,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2019/20,20.25436,19.6992,20.81195,19.37908,21.16764,115,19681,,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2019/20,18.98946,18.38747,19.57902,18.03665,19.91169,133,16533,,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2019/20,17.46994,16.89732,18.07117,16.55752,18.41716,127,16186,,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2019/20,16.60251,16.05566,17.13437,15.75947,17.40808,121,17894,,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Level of education,No qualification,2019/20,42.57447,41.38304,43.79641,40.71781,44.50806,,6464,,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Level of education,Another type of qualification,2019/20,32.45864,31.21007,33.69228,30.5165,34.45884,,5479,,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Level of education,Level 1 and below,2019/20,38.7145,36.45525,41.01956,35.21037,42.38293,,1687,,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Level of education,Level 2 and equivalent,2019/20,25.7658,25.1343,26.39861,24.83585,26.77303,,18429,,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Level of education,Level 3 and equivalent,2019/20,21.16246,20.58269,21.75669,20.28109,22.10135,,18569,,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Level of education,Level 4 and above,2019/20,15.5275,15.25028,15.80392,15.09013,15.95797,,65566,,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,"Managerial, administrative and professional occupations",2019/20,14.32145,14.08765,14.56143,13.94882,14.67463,,85699,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Intermediate occupations,2019/20,21.29129,20.66764,21.91508,20.32211,22.25476,,17075,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Self-employed and small employers,2019/20,21.79059,20.99654,22.5542,20.58663,22.98235,,10978,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Lower supervisory and technical occupations,2019/20,23.9403,23.17439,24.71535,22.75489,25.16052,,11681,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Semi-routine and routine occupations,2019/20,30.15404,29.44483,30.86867,29.02637,31.30582,,16013,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Long term unemployed or never worked,2019/20,42.21554,40.59349,43.84903,39.67148,44.88623,,3471,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Students,2019/20,16.78786,15.55685,18.0285,14.82986,18.81361,,3439,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Other/unclassified,2019/20,32.90307,31.74708,34.0853,31.00608,34.74395,,6073,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20190000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Male,19+ yrs,,,2020/21,22.35907,22.06036,22.6556,21.88674,22.80833,,76608,,,Not compared,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Female,19+ yrs,,,2020/21,24.24865,23.97603,24.51656,23.81469,24.67579,,95462,,,Not compared,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,85+ yrs,,,2020/21,59.15144,57.54588,60.72309,56.72416,61.57217,,3651,,,Not compared,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,25-34 yrs,,,2020/21,21.32698,20.79825,21.86404,20.49558,22.15351,,22800,,,Not compared,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,35-44 yrs,,,2020/21,21.72129,21.23897,22.22181,20.98207,22.48614,,26861,,,Not compared,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,45-54 yrs,,,2020/21,20.05161,19.59513,20.50781,19.33436,20.77887,,29145,,,Not compared,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,55-64 yrs,,,2020/21,21.76823,21.34533,22.20977,21.0503,22.48709,,33895,,,Not compared,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,65-74 yrs,,,2020/21,22.94893,22.49204,23.40458,22.21918,23.66834,,32985,,,Not compared,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,75-84 yrs,,,2020/21,35.09837,34.36574,35.8418,34.01249,36.25813,,15853,,,Not compared,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19-24 yrs,,,2020/21,20.26194,19.34579,21.2016,18.85179,21.70895,,7490,,,Not compared,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,,,2020/21,23.37551,23.17871,23.57194,23.0681,23.69991,,172680,,,Not compared,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Working status,Inactive,2020/21,30.32498,29.95982,30.69332,29.77811,30.92337,,59987,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Working status,Unemployed,2020/21,32.3402,31.1342,33.57619,30.5974,34.3377,,5775,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Working status,Working,2020/21,19.11457,18.8632,19.36468,18.73337,19.49664,,94724,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Disability,Disabled,2020/21,35.97468,35.44854,36.51554,35.16691,36.78463,,31959,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Disability,Not disabled,2020/21,19.45253,19.23496,19.66727,19.12517,19.78774,,131157,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,White British,2020/21,21.64921,21.43719,21.86059,21.3207,21.9743,,143363,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,White Other,2020/21,22.14429,21.33687,22.957,20.89871,23.48688,,9814,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Asian,2020/21,35.20421,34.15925,36.26274,33.59143,36.83057,,7749,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Black,2020/21,31.56643,29.77812,33.35928,28.72709,34.33243,,2569,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Chinese,2020/21,28.03742,25.46374,30.60708,23.94604,32.20919,,1186,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Mixed,2020/21,19.91094,18.19444,21.62037,17.17588,22.73148,,2160,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Other,2020/21,31.21729,28.6844,33.64486,27.31848,35.22653,,1391,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2020/21,35.06778,34.19399,35.94974,33.78945,36.44034,125,11619,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2020/21,30.7262,29.92782,31.5539,29.48362,32.06155,131,12607,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2020/21,27.34239,26.62746,28.05953,26.26085,28.44044,137,14177,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2020/21,25.09623,24.41926,25.78533,23.99745,26.13787,119,15885,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2020/21,22.94025,22.32291,23.5618,21.99599,23.88301,113,17435,,,Similar,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2020/21,21.68172,21.10039,22.27525,20.80143,22.5952,110,19066,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2020/21,20.53587,19.96939,21.09184,19.60204,21.43368,116,19600,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2020/21,19.92672,19.37873,20.45847,19.03869,20.76414,134,20285,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2020/21,19.11216,18.57963,19.63654,18.23529,19.97609,128,20910,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2020/21,17.09412,16.59082,17.60523,16.27322,17.93232,122,21096,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Level of education,No qualification,2020/21,46.50925,45.69421,47.32888,45.25596,47.76711,,14376,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Level of education,Another type of qualification,2020/21,32.28117,31.29202,33.29666,30.7175,33.88341,,8181,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Level of education,Level 1 and below,2020/21,32.44973,30.88622,34.07429,30.00877,35.01027,,3419,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Level of education,Level 2 and equivalent,2020/21,27.34157,26.82236,27.85218,26.54636,28.1635,,28260,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Level of education,Level 3 and equivalent,2020/21,20.7611,20.27177,21.24295,20.00691,21.54236,,26051,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Level of education,Level 4 and above,2020/21,16.15618,15.91388,16.40722,15.76851,16.54,,87364,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,"Managerial, administrative and professional occupations",2020/21,14.96078,14.71543,15.19918,14.57018,15.35264,,85373,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Intermediate occupations,2020/21,20.38446,19.77527,20.97501,19.42996,21.32031,,17087,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Self-employed and small employers,2020/21,23.7101,22.88844,24.53157,22.44642,25.02163,,10407,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Similar,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Lower supervisory and technical occupations,2020/21,25.58486,24.75348,26.41231,24.23737,26.91921,,10851,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Semi-routine and routine occupations,2020/21,30.3071,29.58825,31.00191,29.1993,31.42788,,16199,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Long term unemployed or never worked,2020/21,39.36107,37.88025,40.84983,37.13177,41.719,,4142,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Students,2020/21,17.78441,16.472,19.07757,15.84301,19.85627,,3339,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,,,E92000001,England,England,Persons,19+ yrs,Socioeconomic class,Other/unclassified,2020/21,34.85305,33.64486,36.08515,32.95256,36.72553,,5778,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Male,19+ yrs,,,2020/21,22.35907,22.06036,22.6556,21.88674,22.80833,,76608,,,Similar,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Female,19+ yrs,,,2020/21,24.24865,23.97603,24.51656,23.81469,24.67579,,95462,,,Similar,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,85+ yrs,,,2020/21,59.15144,57.54588,60.72309,56.72416,61.57217,,3651,,,Similar,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,25-34 yrs,,,2020/21,21.32698,20.79825,21.86404,20.49558,22.15351,,22800,,,Similar,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,35-44 yrs,,,2020/21,21.72129,21.23897,22.22181,20.98207,22.48614,,26861,,,Similar,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,45-54 yrs,,,2020/21,20.05161,19.59513,20.50781,19.33436,20.77887,,29145,,,Similar,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,55-64 yrs,,,2020/21,21.76823,21.34533,22.20977,21.0503,22.48709,,33895,,,Similar,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,65-74 yrs,,,2020/21,22.94893,22.49204,23.40458,22.21918,23.66834,,32985,,,Similar,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,75-84 yrs,,,2020/21,35.09837,34.36574,35.8418,34.01249,36.25813,,15853,,,Similar,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19-24 yrs,,,2020/21,20.26194,19.34579,21.2016,18.85179,21.70895,,7490,,,Similar,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,,,2020/21,23.37551,23.17871,23.57194,23.0681,23.69991,,172680,,,Similar,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Working status,Inactive,2020/21,30.32498,29.95982,30.69332,29.77811,30.92337,,59987,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Working status,Unemployed,2020/21,32.3402,31.1342,33.57619,30.5974,34.3377,,5775,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Working status,Working,2020/21,19.11457,18.8632,19.36468,18.73337,19.49664,,94724,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Disability,Disabled,2020/21,35.97468,35.44854,36.51554,35.16691,36.78463,,31959,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Disability,Not disabled,2020/21,19.45253,19.23496,19.66727,19.12517,19.78774,,131157,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,White British,2020/21,21.64921,21.43719,21.86059,21.3207,21.9743,,143363,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,White Other,2020/21,22.14429,21.33687,22.957,20.89871,23.48688,,9814,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Asian,2020/21,35.20421,34.15925,36.26274,33.59143,36.83057,,7749,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Black,2020/21,31.56643,29.77812,33.35928,28.72709,34.33243,,2569,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Chinese,2020/21,28.03742,25.46374,30.60708,23.94604,32.20919,,1186,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Mixed,2020/21,19.91094,18.19444,21.62037,17.17588,22.73148,,2160,,,Better,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,Ethnic groups,Other,2020/21,31.21729,28.6844,33.64486,27.31848,35.22653,,1391,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2020/21,35.06778,34.19399,35.94974,33.78945,36.44034,125,11619,,,Worse,Not compared,20200000,,,1y
93015,Percentage of physically inactive adults,E92000001,England,E92000001,England,England,Persons,19+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2020/21,30.7262,29.92782,31.5539,29.48362,32.06155,131,12607,,,Worse,Not compared,20200000,,,1y
